error_x0_a,error_x0_b,error_x0_c,error_polytope,net_prob_x0,net_class_x0,net_approx_prob_x0,net_approx_class_x0,net_prob_x_opt,net_class_x_opt,net_logits_x_opt,net_approx_prob_x_opt,net_approx_class_x_opt,net_approx_logits_x_opt
0.00000913,0.00000913,0.00000913,5.79751497,0.99999955,1,0.99999998,1,0.99195341,1,"[6.707568257085704e-10, 0.9919534136148426, 9.318554484321061e-05, 0.0018638419512042423, 9.649378097430536e-09, 6.064813950232364e-05, 6.673559178539463e-08, 0.005919400457560679, 0.00010130360137986531, 8.129634940450279e-06]",0.99999934,1,"[1.9724514823179028e-16, 0.9999993421179814, 3.4990804288850705e-08, 2.3575977039606623e-07, 1.3256322483651436e-15, 1.8033308247463192e-11, 2.2988227492650314e-14, 3.8709620831370646e-07, 1.5502465984469933e-11, 1.6753069196479947e-12]"
0.00001002,0.00001002,0.00001002,0.00001002,0.99999948,1,0.99999989,1,0.99999948,1,"[6.610927027037872e-13, 0.9999994804843316, 9.920518413251105e-10, 1.1413257823828647e-08, 1.0370414708627211e-07, 2.1515873000339437e-12, 8.462056723757975e-11, 2.670090014116045e-07, 3.8530884830780084e-08, 9.777889208431133e-08]",0.99999989,1,"[1.0215248949736675e-14, 0.9999998906647973, 1.392901768053156e-12, 5.2952627870671623e-11, 1.6670234202142572e-09, 6.833726487959677e-16, 7.864329225173599e-14, 1.0744474690785346e-07, 2.899503325775381e-12, 1.6609787744271625e-10]"
0.00107339,0.00107339,0.00107339,0.00107339,0.99993311,1,0.99999210,1,0.99993311,1,"[1.8998130864382397e-12, 0.9999331088069043, 6.998476857157825e-09, 3.895229147944596e-05, 1.2035121849367223e-05, 8.4506967319746e-07, 1.927151089025587e-07, 3.2999077339017107e-07, 1.006292690808248e-05, 4.466076926536052e-06]",0.99999210,1,"[3.0669879987204784e-15, 0.9999921020373852, 1.1480124697465748e-10, 6.016837464934781e-08, 7.693726019413294e-06, 4.009099452668679e-09, 1.7104947078114224e-09, 4.4769170810689785e-10, 2.2253333844529956e-08, 1.1553279675631618e-07]"
0.00020631,0.00020631,0.00020631,0.00020631,0.99998708,1,0.99999958,1,0.99998708,1,"[7.518386208104072e-12, 0.9999870813998429, 6.903587421302561e-09, 2.033056918611697e-08, 9.009437209981086e-06, 3.492102129707424e-10, 1.4397096653544284e-08, 2.711040569603854e-06, 9.140329486301908e-09, 1.1469940661693611e-06]",0.99999958,1,"[1.4960989692778384e-14, 0.99999957981183, 8.3824043402667e-12, 2.992495655352926e-12, 2.1310929889716698e-07, 9.595151104862457e-15, 6.157400217172057e-12, 2.064815968720243e-07, 1.2570187352186112e-13, 5.795919366388849e-10]"
0.00390314,0.00390314,0.00390314,0.00390314,0.99971109,1,0.99997905,1,0.99971109,1,"[2.7426223351800077e-09, 0.9997110934690067, 0.00022333606806610536, 1.8345613070268074e-06, 1.1981816721688876e-08, 1.2123202927094916e-05, 2.1466685430742467e-06, 4.823456663216046e-05, 1.2155470813253621e-06, 1.1919976776848636e-09]",0.99997905,1,"[3.6380951689954316e-11, 0.9999790507292166, 1.0799163145050003e-06, 9.294442451022538e-10, 1.712001972912507e-10, 1.0890359096978041e-07, 1.901294101488736e-07, 1.9567825253634354e-05, 1.3582439777011658e-09, 9.44805050758796e-13]"
0.00193844,0.00193844,0.00193844,0.00193844,0.99980516,1,0.99958617,1,0.99980516,1,"[1.062633568407459e-09, 0.9998051581794044, 7.850626132099445e-10, 3.4071919308330207e-09, 2.158530263411121e-07, 7.19484246492483e-10, 9.543480978393294e-09, 0.00019435645135739498, 1.979192496987214e-07, 5.6079108735196054e-08]",0.99958617,1,"[5.551239434463464e-11, 0.9995861668334892, 2.311635463074734e-11, 1.0808638392666067e-11, 1.2754485689179419e-09, 1.4462198305210243e-11, 1.028016718741821e-09, 0.00041383043422884284, 3.198577309535512e-10, 5.0593375098462825e-12]"
0.00011726,0.00011726,0.00011726,0.00011726,0.99999198,1,0.99999084,1,0.99999198,1,"[1.1610670387718893e-06, 0.999991975263467, 1.1341778290388619e-07, 1.0581349422130564e-09, 4.0123782411356244e-09, 2.5469408076730735e-08, 1.144344025795572e-06, 5.390636385704624e-06, 1.8127542356559104e-07, 3.455955120163762e-09]",0.99999084,1,"[5.192546598614949e-06, 0.9999908390403951, 1.4623630936073994e-09, 8.168565234119329e-11, 3.6162544163072834e-10, 5.225279351691139e-09, 1.55916759968237e-08, 3.934272300205691e-06, 1.0713926351177711e-08, 7.041501131286196e-10]"
0.00017970,0.00017970,0.00017970,0.00017970,0.99999119,1,0.99999924,1,0.99999119,1,"[9.72314062708706e-11, 0.9999911859512619, 1.3351901998707742e-10, 6.038138012525279e-10, 4.655127545830055e-07, 6.634446393183855e-14, 6.895055246900295e-11, 7.611301032638751e-08, 7.639391634608547e-06, 6.321277573920162e-07]",0.99999924,1,"[1.9153739027846596e-10, 0.9999992409544085, 3.2795577876536006e-13, 8.18009939475001e-10, 1.074314487206752e-08, 2.3752096406753117e-15, 1.0513551282575476e-13, 7.336762253453144e-07, 1.0697319202609776e-09, 1.2546506735324189e-08]"
0.00051588,0.00051588,0.00051588,0.00051588,0.99997417,1,0.99999270,1,0.99997417,1,"[5.899700515684548e-12, 0.9999741745870474, 1.5926878103959896e-08, 2.421835376006374e-09, 1.8287630649920853e-07, 4.944543149848896e-13, 2.5102834443272365e-11, 6.678320378580162e-07, 2.4916658032819372e-05, 3.9666364865569015e-08]",0.99999270,1,"[1.4879983358314448e-11, 0.999992697431555, 2.7412702064380343e-10, 1.3351833819417016e-10, 1.2160541972201079e-08, 1.5112159145909437e-15, 4.749576665224025e-13, 7.287667993402224e-06, 2.263091124737506e-09, 5.381680316251055e-11]"
0.00004041,0.00004041,0.00004041,0.00004041,0.99999780,1,0.99999992,1,0.99999780,1,"[9.07517709526742e-11, 0.999997804169247, 5.504169568216662e-07, 7.778843965715227e-07, 3.503550372302321e-08, 5.511456680581242e-10, 7.022360368286519e-09, 7.245598658330271e-07, 9.04184613469741e-08, 9.851310757453035e-09]",0.99999992,1,"[6.832532858118798e-12, 0.9999999171603287, 8.407317352898024e-10, 3.495111444728534e-08, 9.715165510238555e-09, 1.1100230040544222e-11, 6.820100417720444e-11, 3.572603543070065e-08, 2.0036448090979558e-10, 1.3201261835535745e-09]"
0.00086959,0.00086959,0.00086959,5.85878779,0.99993855,1,0.99999676,1,0.96698433,1,"[8.322144712828921e-08, 0.9669843345183211, 0.0003774924596078889, 0.0012078167784589182, 4.71750752619522e-09, 1.2611879388143207e-08, 2.505174419713807e-09, 0.006979666402751395, 0.024436455653947222, 1.4131130904977836e-05]",0.99971917,1,"[2.1509488876024527e-08, 0.999719174932837, 1.3462885349347878e-07, 0.00026206920731336187, 2.7917394081808222e-14, 3.4400707664516456e-11, 4.500469432394921e-13, 1.2002560488579051e-05, 6.596868899641979e-06, 2.5724044677382446e-10]"
0.00220452,0.00220452,0.00220452,0.00220452,0.99992419,1,0.99829480,1,0.99992419,1,"[1.1028310298615121e-10, 0.9999241948278373, 1.1785377836964053e-07, 1.0856626099695403e-07, 8.591037214048206e-09, 3.3638053567335624e-09, 4.040084812421776e-09, 7.479969334910254e-05, 7.362849970003706e-07, 2.6668566572016638e-08]",0.99829480,1,"[3.124666965534032e-11, 0.9982948032375007, 1.032333960934768e-09, 2.8334727224409654e-10, 1.2443020303605168e-10, 1.5664843914198144e-11, 7.049465711742303e-11, 0.0017051942911755537, 8.348347598065786e-10, 7.897136110002012e-11]"
0.00005333,0.00005333,0.00005333,0.00005333,0.99999669,1,0.99999835,1,0.99999669,1,"[9.194350328154373e-12, 0.9999966896677668, 8.641811193157669e-10, 1.7546599097464577e-08, 6.879633490351713e-07, 3.344050245943286e-13, 3.394736456609578e-11, 2.279591854058207e-06, 5.742882502100095e-08, 2.6689394898811206e-07]",0.99999835,1,"[4.1384075190864753e-13, 0.999998352454447, 8.389065134675622e-13, 3.8566841774796144e-11, 3.9609058586335045e-09, 7.623224599547106e-17, 4.566153891801555e-14, 1.6433532740814887e-06, 9.83693107846233e-13, 1.9052420560430201e-10]"
0.00039713,0.00039713,0.00039713,6.09217282,0.99997371,1,0.99999862,1,0.99226556,1,"[2.8322800600186318e-09, 0.9922655638641901, 1.3570479355141956e-05, 0.0002970470498199649, 1.57545960169706e-09, 0.00020465563709445186, 3.450456459558322e-08, 0.007215387798977078, 1.3766194134708187e-06, 2.3596388455536284e-06]",0.99988010,1,"[6.401422637549844e-15, 0.9998801020659979, 4.392613641051702e-10, 4.092632532709354e-09, 1.7626184390664956e-14, 1.6693051264036213e-07, 1.5470806410854874e-11, 0.00011972645542280164, 1.866881039331513e-13, 4.913682492997373e-13]"
0.00057496,0.00057496,0.00057496,6.26369099,0.99996775,1,0.99999968,1,0.99914441,1,"[3.03337887454261e-09, 0.9991444101985291, 7.344159271817561e-06, 0.0005325755849845378, 2.991674580248264e-06, 7.151306822972767e-08, 4.450589463257323e-08, 1.2069216330091564e-05, 8.066801580295396e-06, 0.0002924233123823371]",0.99999995,1,"[9.617387167846575e-16, 0.9999999464210976, 6.51246434032563e-11, 5.405446692321024e-11, 4.829723248849817e-08, 3.1004892698253995e-13, 1.6383982987495337e-12, 2.2811393087509667e-09, 8.205860551922949e-13, 2.878581755414174e-09]"
0.00006552,0.00006552,0.00006552,0.00006552,0.99999672,1,0.99999998,1,0.99999672,1,"[6.610067268624512e-14, 0.9999967166814003, 5.740193586300581e-10, 5.099643238138277e-08, 1.1164220374386322e-08, 1.5834901603170038e-12, 4.763983643841184e-11, 7.955787876841676e-09, 3.2079305712126394e-06, 4.648279053866761e-09]",0.99999998,1,"[4.5969315187883547e-14, 0.999999984777145, 1.0256980100223627e-12, 1.1371928401738014e-08, 5.706966260301834e-10, 4.59496246355979e-15, 9.470617208191522e-14, 1.026492686257148e-09, 2.1365585708175687e-09, 1.1600771712981164e-10]"
0.00022847,0.00022847,0.00022847,0.00022847,0.99998976,1,0.99999995,1,0.99998976,1,"[1.2211522844672055e-12, 0.9999897649373524, 3.466266732725084e-09, 6.44003550759003e-08, 2.1767643910147026e-07, 4.414399235235144e-13, 2.971440385566476e-11, 7.596310672605019e-08, 9.81891090982984e-06, 5.461419325988863e-08]",0.99999995,1,"[9.580185548302592e-13, 0.9999999479253052, 5.886570886571483e-13, 4.133612726558063e-10, 8.743552049015421e-09, 1.468828053479193e-16, 6.015188893851178e-14, 4.258562367416563e-08, 1.791050822182297e-10, 1.514455670787437e-10]"
0.00000335,0.00000335,0.00000335,0.00000335,0.99999984,1,1.00000000,1,0.99999984,1,"[1.5988483270872398e-14, 0.9999998403133803, 1.4166564339042439e-09, 1.047258287282219e-08, 7.298124289174223e-10, 7.35612431348098e-12, 4.386912440017419e-11, 1.2599663898355875e-07, 2.0793424035200187e-08, 2.262638346908254e-10]",1.00000000,1,"[8.1240230160829e-17, 0.9999999971450324, 2.89603070643743e-13, 3.2504947754862406e-11, 1.608954515507529e-10, 5.424501478977766e-14, 1.9774208149415984e-12, 2.65316161045644e-09, 5.144031440782377e-12, 9.40068911054335e-13]"
0.00000162,0.00000162,0.00000162,6.12965914,0.99999993,1,1.00000000,1,0.97795793,1,"[9.818873486993129e-11, 0.9779579279955456, 0.0010270903266122388, 0.0035193773980464796, 1.0231179347072592e-07, 5.506712729117435e-06, 0.001836517087551048, 9.135850878224577e-05, 0.015562070402799206, 4.915795188207266e-08]",0.99999732,1,"[2.1685432641121538e-15, 0.9999973177989983, 1.761079139887437e-07, 1.5573792162079497e-08, 2.4485391549603036e-11, 2.42586685772505e-09, 1.2747226723909802e-06, 1.2129727954325289e-06, 3.7329443911351616e-10, 1.7894278071936688e-13]"
0.00480859,0.00480859,0.00480859,6.38491401,0.99964608,1,0.99998991,1,0.99970966,1,"[3.786084215597676e-09, 0.9997096619274793, 2.2234587227570894e-06, 7.211672954499168e-06, 3.3283280688724505e-08, 1.860654760183452e-08, 9.335868644449352e-06, 2.883749822436317e-06, 0.00026862763019007603, 1.6274115338263103e-11]",0.99999961,1,"[2.5987245277527187e-10, 0.9999996068621073, 7.75682092928271e-08, 2.3342307191509785e-09, 3.1821633498348195e-13, 1.5239745904983023e-13, 2.1211906805284633e-09, 2.9427715430937816e-07, 1.6576764694783686e-08, 2.0508580585477153e-18]"
0.00008584,0.00008584,0.00008584,0.00008584,0.99999404,1,0.99997857,1,0.99999404,1,"[5.473711796460858e-12, 0.9999940381750863, 7.907643886683075e-09, 8.164435889871665e-10, 1.2137961067130278e-08, 4.520863647227205e-10, 7.47246058769393e-10, 5.9365579714793115e-06, 3.054719703277998e-09, 1.4536770664346868e-10]",0.99997857,1,"[5.250845117976002e-13, 0.9999785671522274, 8.561324389975212e-11, 8.063051138460153e-12, 1.7514122059047415e-10, 3.0527787091514176e-11, 2.37938020042528e-11, 2.143248345281074e-05, 4.042792278833373e-11, 2.2760485194265284e-13]"
0.00005627,0.00005627,0.00005627,0.00005627,0.99999718,1,0.99999995,1,0.99999718,1,"[5.3148287106655066e-14, 0.9999971844173164, 1.980359910097682e-10, 2.507831134162064e-07, 2.569507372182452e-09, 1.4517672015936457e-13, 3.79708743351365e-12, 1.6559312498071873e-08, 2.5169901763863577e-06, 2.8478542357583028e-08]",0.99999995,1,"[2.821497782718452e-14, 0.9999999498441202, 8.835771974625197e-13, 4.600717558461957e-08, 4.805489311040036e-10, 3.016409693066479e-16, 6.0599530806160306e-15, 1.819085035858873e-09, 1.6134208726283806e-09, 2.3473141729423027e-10]"
0.00000862,0.00000862,0.00000862,0.00000862,0.99999956,1,0.99999997,1,0.99999956,1,"[1.0545864223646391e-12, 0.9999995574609957, 4.958529812709777e-10, 1.2564449323488308e-08, 1.2066957446234451e-07, 2.1622814580753014e-11, 1.6925718419370626e-10, 2.1681640433767417e-07, 2.7127081206561293e-09, 8.908808046184147e-08]",0.99999997,1,"[1.5145721101903958e-14, 0.9999999680507631, 8.65687757165861e-13, 7.451720761327283e-12, 2.9806638947816843e-09, 2.0079088548046786e-15, 1.864798945496797e-13, 2.8838883539719865e-08, 1.0643056471970736e-13, 1.2106191903864037e-10]"
0.00068305,0.00068305,0.00068305,0.00068305,0.99994469,1,0.99999273,1,0.99994469,1,"[1.4257010130348718e-09, 0.9999446867812805, 1.014725685273401e-06, 1.0445337278764464e-08, 1.2956537129228572e-06, 2.3700674765471622e-08, 5.288397656441145e-08, 5.2721907089317896e-05, 1.918431328454712e-07, 6.334095527816316e-10]",0.99999273,1,"[1.2003476408195036e-11, 0.999992734935814, 5.623306861877682e-09, 1.1450016173488223e-11, 1.4887681584058347e-09, 1.8952856184048406e-10, 5.512049336458703e-09, 7.252115606859482e-06, 1.1145726433112175e-10, 1.550304304583875e-14]"
0.00003728,0.00003728,0.00003728,0.00003728,0.99999807,1,0.99999974,1,0.99999807,1,"[2.8015413367124064e-13, 0.9999980654857781, 5.24251326876257e-10, 9.407012699537209e-07, 6.093376728107896e-07, 7.296141658498748e-11, 5.2497814753660705e-09, 1.2370121743451842e-07, 2.3642227148202858e-07, 1.850451595802206e-08]",0.99999974,1,"[3.1034588217988567e-16, 0.9999997432152483, 8.875461362445168e-13, 1.42412840661373e-09, 2.545283790023615e-07, 1.8461607004678805e-13, 7.62275172496671e-11, 5.281797992771217e-10, 1.1642239292777307e-10, 1.103421822425643e-10]"
0.00049489,0.00049489,0.00049489,0.00049489,0.99996810,1,0.99999853,1,0.99996810,1,"[4.460100455515279e-13, 0.9999681003955722, 5.592467468915849e-09, 7.4052024738745e-09, 3.987358998396928e-06, 2.8857974926637602e-11, 6.473675434022132e-10, 2.053937909774912e-05, 6.76992236053933e-06, 5.892696297258732e-07]",0.99999853,1,"[2.5275748917611384e-15, 0.9999985323266289, 2.2491381634239506e-12, 2.0872734168174502e-10, 1.0965600238884035e-07, 5.813248882786585e-13, 2.4124792029386503e-11, 1.3561417298069025e-06, 1.2178879100935572e-09, 4.2206585104652957e-10]"
0.00000457,0.00000457,0.00000457,0.00000457,0.99999977,1,0.99999999,1,0.99999977,1,"[4.165205402372136e-15, 0.9999997688705696, 1.8640994310410968e-10, 1.81048243172306e-09, 2.0674820888179754e-07, 2.549268094190702e-13, 3.4385951179554915e-10, 1.4542543384383144e-08, 4.446822014476772e-09, 3.0508449826494447e-09]",0.99999999,1,"[6.972016756062905e-18, 0.9999999943357554, 9.602922244687311e-13, 1.9010995729694343e-11, 5.629815906395814e-09, 5.895487914124572e-16, 1.614081462647297e-12, 6.700539882970819e-12, 1.2693039829550534e-12, 4.873012926036385e-12]"
0.00000435,0.00000435,0.00000435,0.00000435,0.99999982,1,1.00000000,1,0.99999982,1,"[1.0753756726252594e-15, 0.9999998187356662, 1.1409660180148719e-11, 1.0477223315778412e-08, 2.4878125015798627e-08, 4.23319830718352e-12, 1.033037505941922e-10, 1.4374020465426725e-09, 1.4132921819755257e-07, 3.023417713577815e-09]",1.00000000,1,"[2.231074703540961e-17, 0.9999999981922016, 8.955693595430066e-14, 1.475972804767356e-10, 1.5824898327663346e-09, 5.9928689840288366e-15, 1.6418278319784503e-13, 5.384685402604142e-11, 1.937473712655681e-11, 4.229673587329461e-12]"
0.00004122,0.00004122,0.00004122,0.00004122,0.99999803,1,0.99999890,1,0.99999803,1,"[1.596364696399587e-11, 0.9999980322654647, 2.5462999440751213e-09, 1.613053064383499e-07, 6.766884014548456e-07, 2.6317098655487993e-12, 1.5500225837870681e-10, 3.213955806227213e-07, 6.574198366731633e-07, 1.4820551233757707e-07]",0.99999890,1,"[8.293956632636924e-12, 0.9999988965433141, 3.3208082157984377e-12, 2.82288206789973e-10, 6.874900826770358e-09, 6.418303094182153e-16, 6.597794507673322e-13, 1.0960931801121266e-06, 2.5686235619985907e-11, 1.6835541815006996e-10]"
0.00204549,0.00204549,0.00204549,0.00204549,0.99988394,1,0.99999996,1,0.99988394,1,"[2.9435123103558314e-14, 0.9998839401983917, 2.5639455369902024e-09, 4.399222195048325e-07, 5.2044888887450755e-09, 2.0374327414967032e-10, 1.2444983351243481e-09, 1.0700378110254372e-07, 0.00011549577296203638, 7.885940316005706e-09]",0.99999996,1,"[1.3767809227365529e-15, 0.999999960116488, 9.235795616852267e-12, 4.320335281686102e-09, 2.7815287941118447e-09, 4.0899680181261015e-14, 8.335433019433903e-12, 1.0377168619162845e-08, 2.235271109980302e-08, 3.415463285946673e-11]"
0.00016285,0.00016285,0.00016285,0.00016285,0.99999279,1,0.99999997,1,0.99999279,1,"[1.865325540059854e-13, 0.9999927943990067, 3.922984531570621e-09, 3.5343702796716986e-08, 5.280240939734874e-07, 3.00265114022281e-11, 1.122627159873963e-09, 1.0636136386307458e-07, 6.458525403551611e-06, 7.227060429103438e-08]",0.99999997,1,"[1.520895000809555e-14, 0.9999999719001432, 5.832861788491266e-12, 7.121382677200702e-11, 6.466752485446374e-09, 6.334831424789891e-14, 5.7761930435847826e-12, 2.1433468182281743e-08, 1.0846670866498722e-10, 8.267773442137115e-12]"
0.00002984,0.00002984,0.00002984,6.02357862,0.99999857,1,0.99999959,1,0.99627769,1,"[5.914581048270059e-10, 0.9962776856058284, 0.003274442417374292, 9.376292543965699e-06, 1.1636596712666995e-07, 2.8519797098966e-10, 6.99078053946035e-08, 2.9468953541182374e-05, 0.0004088381096450109, 1.4706387552737252e-09]",0.99999751,1,"[1.498590403069371e-14, 0.9999975116493809, 5.713610080383125e-07, 2.1145706017305306e-10, 1.3274507185999475e-12, 3.2497183110860897e-15, 7.402514547502851e-13, 1.916774215801695e-06, 1.851487149073212e-12, 7.434372082302707e-16]"
0.00003079,0.00003079,0.00003079,0.00003079,0.99999832,1,0.99999995,1,0.99999832,1,"[5.2799819434191675e-14, 0.9999983243156882, 4.959627621504161e-10, 1.527773655901516e-08, 1.3666823685236573e-06, 5.332927957812837e-14, 2.7836696663115374e-11, 5.899935172396776e-09, 2.653193088350526e-07, 2.198105732949604e-08]",0.99999995,1,"[1.1114114659384761e-14, 0.9999999549234595, 3.798774606834203e-13, 2.1795052715476028e-10, 4.284656387010947e-08, 3.2845786271995107e-17, 5.707301267075257e-14, 1.952514070181121e-09, 1.8519154565381116e-11, 4.054470162711521e-11]"
