error_x0_a,error_x0_b,error_x0_c,error_polytope,net_prob_x0,net_class_x0,net_approx_prob_x0,net_approx_class_x0,net_prob_x_opt,net_class_x_opt,net_logits_x_opt,net_approx_prob_x_opt,net_approx_class_x_opt,net_approx_logits_x_opt
0.00002341,0.00002341,0.00002341,0.00002341,0.99999849,1,0.99999795,1,0.99999849,1,"[8.344707477998495e-14, 0.9999984892743717, 2.533782885521574e-08, 2.389427242802474e-10, 2.5635437529657763e-08, 4.0780020621019596e-11, 4.991977595977527e-10, 1.3575396832549647e-06, 9.917068577205501e-08, 2.2629889982864023e-09]",0.99999795,1,"[5.169740521997742e-14, 0.9999979530951276, 1.1590923730400749e-09, 2.2142543113128103e-12, 2.4253426423687125e-10, 8.105310193679366e-14, 6.745545511389299e-12, 2.0454642236964255e-06, 2.9332134148341874e-11, 5.972368284533155e-13]"
0.00390314,0.00390314,0.00390314,0.00390314,0.99971109,1,0.99997905,1,0.99971109,1,"[2.7426223351800077e-09, 0.9997110934690067, 0.00022333606806610536, 1.8345613070268074e-06, 1.1981816721688876e-08, 1.2123202927094916e-05, 2.1466685430742467e-06, 4.823456663216046e-05, 1.2155470813253621e-06, 1.1919976776848636e-09]",0.99997905,1,"[3.6380951689954316e-11, 0.9999790507292166, 1.0799163145050003e-06, 9.294442451022538e-10, 1.712001972912507e-10, 1.0890359096978041e-07, 1.901294101488736e-07, 1.9567825253634354e-05, 1.3582439777011658e-09, 9.44805050758796e-13]"
0.00051588,0.00051588,0.00051588,0.00051588,0.99997417,1,0.99999270,1,0.99997417,1,"[5.899700515684548e-12, 0.9999741745870474, 1.5926878103959896e-08, 2.421835376006374e-09, 1.8287630649920853e-07, 4.944543149848896e-13, 2.5102834443272365e-11, 6.678320378580162e-07, 2.4916658032819372e-05, 3.9666364865569015e-08]",0.99999270,1,"[1.4879983358314448e-11, 0.999992697431555, 2.7412702064380343e-10, 1.3351833819417016e-10, 1.2160541972201079e-08, 1.5112159145909437e-15, 4.749576665224025e-13, 7.287667993402224e-06, 2.263091124737506e-09, 5.381680316251055e-11]"
0.00011726,0.00011726,0.00011726,0.00011726,0.99999198,1,0.99999084,1,0.99999198,1,"[1.1610670387718893e-06, 0.999991975263467, 1.1341778290388619e-07, 1.0581349422130564e-09, 4.0123782411356244e-09, 2.5469408076730735e-08, 1.144344025795572e-06, 5.390636385704624e-06, 1.8127542356559104e-07, 3.455955120163762e-09]",0.99999084,1,"[5.192546598614949e-06, 0.9999908390403951, 1.4623630936073994e-09, 8.168565234119329e-11, 3.6162544163072834e-10, 5.225279351691139e-09, 1.55916759968237e-08, 3.934272300205691e-06, 1.0713926351177711e-08, 7.041501131286196e-10]"
0.00022847,0.00022847,0.00022847,15.09950365,0.99998976,1,0.99999995,1,0.60714606,1,"[9.59984979796745e-14, 0.6071460642051756, 4.9639735187010984e-05, 4.377873538544042e-05, 2.5184444413770975e-07, 1.7873241794694445e-08, 3.9718815164613414e-07, 6.795953234774455e-06, 0.39275305380945386, 6.556298197476112e-10]",0.99999662,1,"[1.3338577801895242e-14, 0.9999966215345556, 2.3360790757916963e-10, 1.1084585792764529e-08, 4.2377840843649837e-10, 6.988429552459367e-14, 1.1529195634932767e-11, 3.2704656201027617e-06, 9.62459353071796e-08, 3.044785291990003e-13]"
0.00000862,0.00000862,0.00000862,15.72037923,0.99999956,1,0.99999997,1,0.99995572,1,"[2.6228273769415283e-09, 0.9999557187503954, 3.306527125221568e-06, 2.4358293282215228e-05, 2.2484606262280817e-07, 9.74172091452926e-07, 2.1810246388193247e-07, 1.4105848574753858e-05, 1.2107528248209548e-07, 9.697618944089037e-07]",0.99999999,1,"[1.9757383651569403e-15, 0.9999999938832489, 3.0953514452833213e-10, 4.172804170856532e-09, 4.3802370668003025e-14, 1.4019381853743893e-12, 1.1209557769929503e-13, 1.632089602235022e-09, 2.9043320491294516e-14, 7.331910413011388e-13]"
0.00193844,0.00193844,0.00193844,0.00193844,0.99980516,1,0.99958617,1,0.99980516,1,"[1.062633568407459e-09, 0.9998051581794044, 7.850626132099445e-10, 3.4071919308330207e-09, 2.158530263411121e-07, 7.19484246492483e-10, 9.543480978393294e-09, 0.00019435645135739498, 1.979192496987214e-07, 5.6079108735196054e-08]",0.99958617,1,"[5.551239434463464e-11, 0.9995861668334892, 2.311635463074734e-11, 1.0808638392666067e-11, 1.2754485689179419e-09, 1.4462198305210243e-11, 1.028016718741821e-09, 0.00041383043422884284, 3.198577309535512e-10, 5.0593375098462825e-12]"
0.00220452,0.00220452,0.00220452,0.00220452,0.99992419,1,0.99829480,1,0.99992419,1,"[1.1028310298615121e-10, 0.9999241948278373, 1.1785377836964053e-07, 1.0856626099695403e-07, 8.591037214048206e-09, 3.3638053567335624e-09, 4.040084812421776e-09, 7.479969334910254e-05, 7.362849970003706e-07, 2.6668566572016638e-08]",0.99829480,1,"[3.124666965534032e-11, 0.9982948032375007, 1.032333960934768e-09, 2.8334727224409654e-10, 1.2443020303605168e-10, 1.5664843914198144e-11, 7.049465711742303e-11, 0.0017051942911755537, 8.348347598065786e-10, 7.897136110002012e-11]"
0.00049489,0.00049489,0.00049489,15.51214642,0.99996810,1,0.99999853,1,0.99994910,1,"[4.990897115038665e-13, 0.9999491021927044, 4.3661204156807155e-08, 7.097102840956255e-08, 1.0939537044210825e-06, 6.66300093011401e-10, 6.209663358637866e-09, 1.2806734639015601e-06, 4.79178088244791e-05, 4.83862607548515e-07]",1.00000000,1,"[2.963158821826308e-18, 0.9999999988752506, 2.094789578819451e-13, 2.26539440626541e-12, 9.138948313049895e-10, 1.9038758305396e-14, 6.722041161464347e-13, 1.9438261838821453e-10, 2.0308284127190753e-12, 1.1275020256796348e-11]"
0.00086959,0.00086959,0.00086959,14.36533231,0.99993855,1,0.99999676,1,0.98369754,1,"[1.0903773107663156e-07, 0.9836975364230616, 0.0005763327844040308, 0.00038917474635185765, 1.4309087299605032e-08, 1.5979395595303802e-08, 1.491295549331874e-08, 0.0025115436574642096, 0.012816730209938055, 8.52793961091948e-06]",0.99993159,1,"[1.2751581810141745e-08, 0.9999315876940705, 1.5122284339626545e-07, 5.903321686762968e-05, 7.590118205083436e-14, 4.137172293490736e-11, 1.6031398401378096e-12, 6.522791789054192e-06, 2.692171957467687e-06, 1.0783930631348754e-10]"
0.00008355,0.00008355,0.00008355,0.00008355,0.99999621,1,0.99999995,1,0.99999621,1,"[1.5105149558300623e-12, 0.9999962117117964, 2.1817289414013613e-09, 4.037574779567949e-07, 3.749198392401035e-08, 5.546459520156314e-12, 1.44518253920181e-10, 7.787631942589668e-08, 3.256679669991007e-06, 1.0149447876951368e-08]",0.99999995,1,"[6.956596350492724e-13, 0.9999999469887418, 2.435368222666744e-12, 1.1436478702345335e-09, 4.86302936561188e-10, 1.9300200709251435e-15, 5.232962345113476e-13, 5.1162643276560454e-08, 1.9846114761727862e-10, 1.6546503762948983e-11]"
0.00017970,0.00017970,0.00017970,0.00017970,0.99999119,1,0.99999924,1,0.99999119,1,"[9.72314062708706e-11, 0.9999911859512619, 1.3351901998707742e-10, 6.038138012525279e-10, 4.655127545830055e-07, 6.634446393183855e-14, 6.895055246900295e-11, 7.611301032638751e-08, 7.639391634608547e-06, 6.321277573920162e-07]",0.99999924,1,"[1.9153739027846596e-10, 0.9999992409544085, 3.2795577876536006e-13, 8.18009939475001e-10, 1.074314487206752e-08, 2.3752096406753117e-15, 1.0513551282575476e-13, 7.336762253453144e-07, 1.0697319202609776e-09, 1.2546506735324189e-08]"
0.00004041,0.00004041,0.00004041,0.00004041,0.99999780,1,0.99999992,1,0.99999780,1,"[9.07517709526742e-11, 0.999997804169247, 5.504169568216662e-07, 7.778843965715227e-07, 3.503550372302321e-08, 5.511456680581242e-10, 7.022360368286519e-09, 7.245598658330271e-07, 9.04184613469741e-08, 9.851310757453035e-09]",0.99999992,1,"[6.832532858118798e-12, 0.9999999171603287, 8.407317352898024e-10, 3.495111444728534e-08, 9.715165510238555e-09, 1.1100230040544222e-11, 6.820100417720444e-11, 3.572603543070065e-08, 2.0036448090979558e-10, 1.3201261835535745e-09]"
0.00003875,0.00003875,0.00003875,0.00003875,0.99999771,1,0.99999993,1,0.99999771,1,"[2.015968981504496e-12, 0.9999977121950672, 9.918269894111865e-11, 1.3079035052158671e-08, 2.131924266266826e-06, 4.13976889931703e-11, 1.425022840035579e-08, 1.197806197558757e-08, 2.1768783121779303e-09, 1.142538666051387e-07]",0.99999993,1,"[1.885269193835e-15, 0.9999999276103827, 1.4697397362832672e-13, 4.595069767937813e-12, 7.211599316750191e-08, 6.054423555081808e-14, 2.995959260798534e-11, 8.578207270816051e-11, 3.355008768517564e-13, 1.5274249319237447e-10]"
0.00480859,0.00480859,0.00480859,0.00480859,0.99964608,1,0.99998991,1,0.99964608,1,"[6.522799506847602e-09, 0.9996460780385575, 4.712772396274425e-11, 2.946973668409689e-09, 0.0003289974396179027, 7.035278690569878e-09, 2.3711605180101043e-08, 1.8625161029512545e-05, 1.7181393435918151e-06, 4.540957666844855e-06]",0.99998991,1,"[5.877661948468339e-09, 0.9999899066805734, 2.1649244024338474e-12, 1.990625009520925e-10, 1.319024293122626e-06, 4.357063722929837e-11, 2.159907305531784e-10, 8.763251455275287e-06, 3.4501193135418936e-09, 1.2551079562315813e-09]"
0.00008584,0.00008584,0.00008584,0.00008584,0.99999404,1,0.99997857,1,0.99999404,1,"[5.473711796460858e-12, 0.9999940381750863, 7.907643886683075e-09, 8.164435889871665e-10, 1.2137961067130278e-08, 4.520863647227205e-10, 7.47246058769393e-10, 5.9365579714793115e-06, 3.054719703277998e-09, 1.4536770664346868e-10]",0.99997857,1,"[5.250845117976002e-13, 0.9999785671522274, 8.561324389975212e-11, 8.063051138460153e-12, 1.7514122059047415e-10, 3.0527787091514176e-11, 2.37938020042528e-11, 2.143248345281074e-05, 4.042792278833373e-11, 2.2760485194265284e-13]"
0.02447583,0.02447583,0.02447583,0.02447583,0.99844912,1,0.99989263,1,0.99844912,1,"[5.620686697882678e-08, 0.9984491184920156, 7.469241259515221e-10, 1.4316879115840675e-08, 3.8807649238922905e-07, 3.2229446910115336e-08, 3.238154539136914e-07, 2.2745079567320733e-05, 0.001502089045672164, 2.523199068158915e-05]",0.99989263,1,"[3.4135706904500973e-09, 0.9998926262220564, 2.9531268884296942e-12, 4.851103193251532e-10, 4.45212995923942e-08, 1.4081605289996904e-09, 1.8030440179277043e-09, 0.00010685894366250202, 1.342119853202761e-07, 3.289881574334944e-07]"
0.00000457,0.00000457,0.00000457,14.67947695,0.99999977,1,0.99999999,1,0.99909333,1,"[3.7577187198342045e-11, 0.9990933298040451, 0.0003700771094995902, 5.012397323376844e-07, 3.8607798353836834e-05, 7.80905751111165e-13, 2.1250885778254986e-08, 0.0004974619764679376, 7.321762240001535e-10, 5.0481189306625376e-11]",0.99999999,1,"[2.5001631632051437e-19, 0.9999999904767966, 6.644467110737863e-09, 1.8361948896964094e-10, 1.1292709314159833e-13, 8.693186476551378e-18, 1.5952804780836992e-14, 2.694986956823716e-09, 1.0555805460544039e-15, 2.007553528824351e-17]"
0.00006552,0.00006552,0.00006552,0.00006552,0.99999672,1,0.99999998,1,0.99999672,1,"[6.610067268624512e-14, 0.9999967166814003, 5.740193586300581e-10, 5.099643238138277e-08, 1.1164220374386322e-08, 1.5834901603170038e-12, 4.763983643841184e-11, 7.955787876841676e-09, 3.2079305712126394e-06, 4.648279053866761e-09]",0.99999998,1,"[4.5969315187883547e-14, 0.999999984777145, 1.0256980100223627e-12, 1.1371928401738014e-08, 5.706966260301834e-10, 4.59496246355979e-15, 9.470617208191522e-14, 1.026492686257148e-09, 2.1365585708175687e-09, 1.1600771712981164e-10]"
0.00003728,0.00003728,0.00003728,15.47452036,0.99999807,1,0.99999974,1,0.59510912,1,"[1.709432669089979e-09, 0.595109117054019, 0.00015710873341864275, 0.40110353628859047, 2.724052476195618e-07, 5.440441765413954e-06, 2.8686478460972475e-06, 1.9989257043928616e-06, 0.003619224016953859, 4.31777021893658e-07]",0.99999997,1,"[3.201550339325305e-15, 0.9999999662149666, 1.999601295504466e-10, 2.130034367801026e-08, 4.440549753346516e-09, 1.261472291195924e-10, 4.260032387547084e-09, 1.088198123772595e-09, 2.3308843572144243e-09, 3.8914346861256524e-11]"
0.00018230,0.00018230,0.00018230,0.00018230,0.99998872,1,0.99999895,1,0.99998872,1,"[7.346698112321545e-10, 0.9999887226998674, 1.5164299151724728e-09, 3.391359140969035e-09, 2.3777868326937496e-06, 2.2716897857933422e-08, 4.265461043289675e-06, 3.761442817814617e-06, 8.413065731410977e-07, 2.9435089537497044e-09]",0.99999895,1,"[9.798185680123475e-11, 0.9999989500142392, 6.411806202685561e-11, 8.234535676742607e-12, 1.1643813811739672e-08, 1.8925462362147871e-10, 1.5851569678654608e-07, 8.788493052547853e-07, 6.172176900960394e-10, 1.3806228864289527e-13]"
0.00068305,0.00068305,0.00068305,13.88546357,0.99994469,1,0.99999273,1,0.78620704,1,"[2.0138964797447018e-05, 0.7862070366592948, 0.001904565345668224, 0.002166170019079588, 0.0031914592272785313, 0.0035064439562244214, 0.001291483307650016, 0.005388162009598562, 0.196321838517626, 2.701992782510959e-06]",0.99992779,1,"[6.1947077159197665e-12, 0.9999277850873222, 2.6211615849097322e-08, 1.856029461312097e-11, 3.88272497051291e-09, 3.226434611423804e-11, 1.445117099846142e-08, 7.217030922765404e-05, 9.19104972968017e-13, 9.670543849617605e-17]"
0.00005627,0.00005627,0.00005627,14.79638166,0.99999718,1,0.99999995,1,0.44765113,8,"[2.4423575927672336e-10, 0.3530472391076069, 1.6769418281671805e-07, 0.19920946363132433, 6.555481482310144e-08, 4.3263788070956944e-08, 4.06175410423515e-09, 6.691645352531097e-05, 0.44765113007429785, 2.496991446996188e-05]",0.99993844,1,"[1.4545920672621503e-10, 0.999938438253437, 7.400902334661518e-12, 8.708359876779027e-06, 7.351367107905376e-09, 4.4849186077757763e-13, 8.712073183436591e-13, 5.2757688271470426e-05, 6.776057419483806e-08, 2.0432293664795243e-08]"
0.00039713,0.00039713,0.00039713,0.00039713,0.99997371,1,0.99999862,1,0.99997371,1,"[5.915152687860076e-11, 0.9999737110382593, 6.008223187945217e-08, 2.4284382507635116e-06, 1.8800585735013566e-07, 2.2729130134042135e-07, 1.2523661591124557e-08, 2.0346621959125615e-05, 2.587583817800361e-07, 2.7671809453435898e-06]",0.99999862,1,"[5.11259964139269e-14, 0.9999986161381912, 3.3105174190865e-10, 3.059533601670087e-09, 8.955672603174158e-10, 1.4824331678160793e-09, 2.0192954673850326e-10, 1.3768085668348599e-06, 1.6764130368587013e-10, 9.15033841939628e-10]"
0.00000162,0.00000162,0.00000162,14.72476290,0.99999993,1,1.00000000,1,0.89618483,1,"[1.159967487462182e-10, 0.8961848328229303, 0.0042001179295209235, 0.013080132588511581, 3.463930214740355e-07, 1.2685407778643017e-05, 0.0014092102512408228, 0.0004049515327078282, 0.08470759333389065, 1.2962440085538966e-07]",0.99998429,1,"[7.718098654792675e-15, 0.9999842915278856, 2.7798391218355184e-07, 4.2134635168816246e-08, 2.641225805423007e-10, 1.2166339331442565e-08, 9.085225258575219e-06, 6.287758836046705e-06, 2.938325335175516e-09, 6.77271130214184e-13]"
0.00005333,0.00005333,0.00005333,0.00005333,0.99999669,1,0.99999835,1,0.99999669,1,"[9.194350328154373e-12, 0.9999966896677668, 8.641811193157669e-10, 1.7546599097464577e-08, 6.879633490351713e-07, 3.344050245943286e-13, 3.394736456609578e-11, 2.279591854058207e-06, 5.742882502100095e-08, 2.6689394898811206e-07]",0.99999835,1,"[4.1384075190864753e-13, 0.999998352454447, 8.389065134675622e-13, 3.8566841774796144e-11, 3.9609058586335045e-09, 7.623224599547106e-17, 4.566153891801555e-14, 1.6433532740814887e-06, 9.83693107846233e-13, 1.9052420560430201e-10]"
0.00000435,0.00000435,0.00000435,16.16174551,0.99999982,1,1.00000000,1,0.99853696,1,"[3.02587978389652e-11, 0.9985369581061578, 9.275159543557716e-07, 0.001425117242845064, 1.4555181670172226e-11, 5.687128041849665e-07, 1.287890499629549e-08, 2.1730448865003984e-05, 1.4671093105485241e-05, 1.3956549245775481e-08]",0.99999937,1,"[1.209649990575941e-14, 0.9999993706445642, 2.631591224783636e-10, 2.921558453707628e-07, 1.4422040855548767e-13, 1.6968432490207419e-12, 2.1500076396440446e-13, 3.368729838454976e-07, 5.8192959917984723e-11, 3.1862715604734483e-12]"
0.00020631,0.00020631,0.00020631,0.00020631,0.99998708,1,0.99999958,1,0.99998708,1,"[7.518386208104072e-12, 0.9999870813998429, 6.903587421302561e-09, 2.033056918611697e-08, 9.009437209981086e-06, 3.492102129707424e-10, 1.4397096653544284e-08, 2.711040569603854e-06, 9.140329486301908e-09, 1.1469940661693611e-06]",0.99999958,1,"[1.4960989692778384e-14, 0.99999957981183, 8.3824043402667e-12, 2.992495655352926e-12, 2.1310929889716698e-07, 9.595151104862457e-15, 6.157400217172057e-12, 2.064815968720243e-07, 1.2570187352186112e-13, 5.795919366388849e-10]"
0.00004122,0.00004122,0.00004122,0.00004122,0.99999803,1,0.99999890,1,0.99999803,1,"[1.596364696399587e-11, 0.9999980322654647, 2.5462999440751213e-09, 1.613053064383499e-07, 6.766884014548456e-07, 2.6317098655487993e-12, 1.5500225837870681e-10, 3.213955806227213e-07, 6.574198366731633e-07, 1.4820551233757707e-07]",0.99999890,1,"[8.293956632636924e-12, 0.9999988965433141, 3.3208082157984377e-12, 2.82288206789973e-10, 6.874900826770358e-09, 6.418303094182153e-16, 6.597794507673322e-13, 1.0960931801121266e-06, 2.5686235619985907e-11, 1.6835541815006996e-10]"
0.00069399,0.00069399,0.00069399,0.00069399,0.99994071,1,0.99994398,1,0.99994071,1,"[2.1502312947645127e-12, 0.9999407100801883, 8.687401476711429e-06, 8.054267605132112e-11, 1.8325580089366268e-06, 8.162173081162574e-11, 2.6361682059585704e-10, 4.872765683597638e-05, 4.18263475653507e-08, 4.921103598763006e-11]",0.99994398,1,"[2.7652452298739264e-11, 0.9999439767319255, 3.2694623346797826e-05, 3.6329946998241165e-10, 1.3645578142855518e-06, 4.449955553616125e-09, 3.896280938060961e-09, 2.1914068374164136e-05, 4.127509000227534e-08, 6.260943128492237e-12]"
0.00204549,0.00204549,0.00204549,14.90612943,0.99988394,1,0.99999996,1,0.95833010,1,"[5.6897740049759863e-11, 0.9583300973587245, 1.0134464380457749e-07, 5.318087920647751e-06, 1.2444243167255552e-05, 1.8455742820313652e-07, 1.4716378993064722e-06, 1.0391029556728109e-05, 0.04043263209606918, 0.001207359587692448]",0.99999969,1,"[2.712077229290367e-16, 0.9999996859988614, 2.9961315038620455e-14, 9.858583159267508e-15, 2.3913737026059207e-07, 6.106763396224388e-16, 2.3536047475315906e-11, 7.481279319980998e-08, 3.808027906428334e-13, 2.7017559911716365e-11]"
0.00016285,0.00016285,0.00016285,0.00016285,0.99999279,1,0.99999997,1,0.99999279,1,"[1.865325540059854e-13, 0.9999927943990067, 3.922984531570621e-09, 3.5343702796716986e-08, 5.280240939734874e-07, 3.00265114022281e-11, 1.122627159873963e-09, 1.0636136386307458e-07, 6.458525403551611e-06, 7.227060429103438e-08]",0.99999997,1,"[1.520895000809555e-14, 0.9999999719001432, 5.832861788491266e-12, 7.121382677200702e-11, 6.466752485446374e-09, 6.334831424789891e-14, 5.7761930435847826e-12, 2.1433468182281743e-08, 1.0846670866498722e-10, 8.267773442137115e-12]"
0.00905788,0.00905788,0.00905788,0.00905788,0.99946429,1,0.99999944,1,0.99946429,1,"[4.3385383822124964e-11, 0.9994642889250577, 5.762527751423653e-08, 2.5146866609842466e-09, 2.149599608987385e-06, 1.3792492698541627e-09, 1.080155670707484e-07, 4.502020557869089e-07, 0.000532713204532529, 2.2849057895259166e-07]",0.99999944,1,"[6.238455286626098e-12, 0.9999994384547974, 6.80301913418799e-10, 3.335197155037005e-11, 4.336919174305915e-08, 2.7114241065060792e-11, 3.899126849834744e-09, 4.6786960415035466e-07, 4.5505788386443273e-08, 1.5448472534154019e-10]"
